kecamatan,kelas_then_1,kelas_then_2,kelas_now_1,kelas_now_2,luas
Tebet,Lahan Kosong Berpenghuni,Belum Terbangun,Jalan,Terbangun,5.5274581532167
Tebet,Jalan,Terbangun,Jalan,Terbangun,1.36087075735164
Tebet,Rel,Terbangun,Jalan,Terbangun,1.11417726606421
Tebet,Kampung,Terbangun,Jalan,Terbangun,2.24043128057737
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.9640377641539
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960189804504177
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.963203688850425
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.985551934583405
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960702424779611
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633869724
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960532813850983
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633948417
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961353337398608
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961250875944255
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.964180913410187
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.964753466042371
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.991293792820843
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960229112771642
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633855894
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96012263385459
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96042660877567
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960331065837639
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960177070815235
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960235753759719
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96012263389357
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960128523304074
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960130085178016
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960127268226107
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.965535462271356
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96485586916978
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960142062507552
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.971094498642413
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.968185288741744
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960165431271886
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960318644768533
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.971986050964206
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960314272154313
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633849748
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960644573478602
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961070595098991
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633979374
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.977023521056666
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960152633441521
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961687469109432
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96353296571092
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961158986673195
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960532820640849
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633849794
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122634193495
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.963971956036673
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122634386866
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.976329493930598
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.972691524100502
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122634049893
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96012263397182
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960687038439369
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960407242954252
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962443572294651
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633879781
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,1.38422215231504
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96012263386568
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.969564302989804
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.965635748548567
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961832269767642
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96012263388592
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960693217501628
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633863143
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960402573101343
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122634083058
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961008910958596
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961661332524473
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.972206091820814
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960123598257755
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96169070873886
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960131105727624
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960777812639206
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961012154466849
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960528842144392
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960454486041475
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122784315618
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960985557802702
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.9601749236017
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960605238000547
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962318004743559
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960398784149032
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960409395952558
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960471701662419
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633904909
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633850579
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960125551157511
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960396252606674
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960306032670751
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.976651925386179
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96092510683433
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960439634708042
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960359837289596
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96039723527129
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,1.00790147302768
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960916455512382
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962131683964595
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960258888665274
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.961107752412663
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633849748
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.973972436704381
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962124619833649
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960356078432479
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960352823121827
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960137854074371
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960133554590156
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960314610718784
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960250566083503
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,1.03968639094606
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962047702255089
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960122633849748
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962706716923833
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.990767529045464
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.96450878440123
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960429579065804
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.984964352682093
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.960661830373819
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,1.00579857121453
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,1.00456049259928
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.965662764875294
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Jalan,Terbangun,0.962087031050318
Tebet,Perairan,Perairan,Jalan,Terbangun,1.03335536206583
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.151884681819
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.05914693182989
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.04280846500474
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,0.970913607859761
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,0.964884178522704
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.09403962361953
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.15618581121389
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,1.03041795147101
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,0.962578769874456
Tebet,Sawah,Belum Terbangun,Jalan,Terbangun,0.960940151177572
Tebet,Terbangun,Terbangun,Jalan,Terbangun,1.09408824591593
Tebet,Lahan Kosong Berpenghuni,Belum Terbangun,Hijau,Belum Terbangun,5.33971321153477
Tebet,Jalan,Terbangun,Hijau,Belum Terbangun,0.827508123271306
Tebet,Rel,Terbangun,Hijau,Belum Terbangun,0.520658756329174
Tebet,Kampung,Terbangun,Hijau,Belum Terbangun,1.75639289226769
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380852968927375
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377779460859201
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.381017033570416
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.403578400075666
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378262397835835
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495494925
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378094991271965
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495573618
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379638380847193
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380061591823109
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.382089297192513
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.382500663808444
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.406833729971345
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377792208306204
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495481095
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495479791
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377983175133742
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377875927481448
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377721932440476
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37778427529407
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495518771
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377673384932644
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377674946803217
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377672129851308
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.383080323896557
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.382473761720143
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377686924132753
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.389888545969136
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.386059058900238
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377710292897087
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377863506393734
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.391279411201286
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377875162373494
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495489747
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378279235781267
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378622856189556
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495609433
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.394605988894738
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377803484815679
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379232330734633
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.381295349397518
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378938821055606
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37807768226605
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495474995
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495818696
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.381753977710271
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667496012067
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.395125383059634
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.398045460145527
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495675094
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495655029
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378346386080588
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379576872173011
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380070823528211
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495510327
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.788910281190367
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495490881
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.387051436230031
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.383874090039488
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379556888194993
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495518026
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378278528072208
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495488344
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377947455040566
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495746478
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378608828815254
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378312898958082
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.391793000915768
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377872770717703
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379306091428015
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37768762499827
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378437847301115
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378626138312938
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378079126007361
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378077730481207
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667645954444
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378579597658779
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377719785226901
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378182800894484
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380389645893462
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377964651150616
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377956301419396
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378100766385795
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495550645
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37766749547578
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495474949
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377996960824621
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377863198029944
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.3961018488176
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378579484307197
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377984496333243
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37790618281098
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377945006275553
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.429155571972562
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378489191978592
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379740743030631
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377803750338947
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.378886016778064
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495508777
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.392541745126632
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37931229983572
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37790094005768
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377897684747028
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377727660892929
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495474949
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377798038012985
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377812157074268
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.465710320801472
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380158733680024
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377667495475288
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.380964569458957
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.417601108371695
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.382763519176631
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.377983818909602
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.400664252414787
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.37820669199902
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.427873567695886
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.429647383966653
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.383098174081901
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.379504326585219
Tebet,Perairan,Perairan,Hijau,Belum Terbangun,0.449601789286149
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.557883603119975
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.480926762186877
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.471041082403519
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.390342038907006
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.382777132710378
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.532457086989969
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.537101205005435
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.456424463472687
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.381037843578777
Tebet,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.380855065148873
Tebet,Terbangun,Terbangun,Hijau,Belum Terbangun,0.519701596746548
Tebet,Lahan Kosong Berpenghuni,Belum Terbangun,Terbangun,Terbangun,8.20323575983948
Tebet,Jalan,Terbangun,Terbangun,Terbangun,7.32252968199839
Tebet,Rel,Terbangun,Terbangun,Terbangun,7.27962998020492
Tebet,Kampung,Terbangun,Terbangun,Terbangun,7.37855395088016
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18725892704292
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18337905403691
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18361227556973
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18683545032188
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18335890822071
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18334379673877
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18336111288081
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18334379674932
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18430880610301
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18479876177792
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18734120341367
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18375796832394
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.20475433418076
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18341782882712
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18334379673877
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18334379673877
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18335550077244
Tebet,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,7.18334379675747
